account_id,support_month,tickets,support_hours,cost
7,2023-11-01,4,4.61,276.89
7,2023-12-01,0,0.0,0.0
7,2024-01-01,3,2.75,164.97
7,2024-02-01,6,8.6,516.25
7,2024-03-01,1,0.56,33.32
7,2024-04-01,3,2.93,175.77
7,2024-05-01,3,2.27,136.07
7,2024-06-01,3,2.62,157.38
7,2024-07-01,4,2.02,121.34
7,2024-08-01,5,2.68,160.65
7,2024-09-01,5,4.61,276.55
7,2024-10-01,3,3.19,191.33
7,2024-11-01,3,4.07,244.36
7,2024-12-01,3,4.08,244.71
8,2023-01-01,0,0.0,0.0
8,2023-02-01,0,0.0,0.0
8,2023-03-01,1,1.43,86.08
8,2023-04-01,2,2.39,143.11
8,2023-05-01,1,1.38,82.81
8,2023-06-01,1,1.03,61.76
8,2023-07-01,1,1.3,78.02
8,2023-08-01,2,2.92,175.43
8,2023-09-01,1,0.81,48.54
8,2023-10-01,1,0.55,32.75
8,2023-11-01,2,2.22,132.9
8,2023-12-01,1,0.69,41.13
8,2024-01-01,2,2.6,156.17
8,2024-02-01,1,0.71,42.4
8,2024-03-01,2,1.44,86.22
8,2024-04-01,1,1.13,67.78
8,2024-05-01,0,0.0,0.0
8,2024-06-01,1,1.08,64.95
8,2024-07-01,3,3.06,183.51
8,2024-08-01,3,1.97,118.05
8,2024-09-01,0,0.0,0.0
8,2024-10-01,3,1.83,109.96
8,2024-11-01,2,2.59,155.67
8,2024-12-01,1,1.24,74.35
9,2023-01-01,2,1.64,98.32
9,2023-02-01,2,1.89,113.33
9,2023-03-01,4,3.3,198.12
9,2023-04-01,0,0.0,0.0
9,2023-05-01,1,1.1,66.16
9,2023-06-01,3,3.51,210.58
9,2023-07-01,3,1.77,106.34
9,2023-08-01,6,3.9,233.89
9,2023-09-01,2,1.25,75.12
9,2023-10-01,6,7.68,460.59
9,2023-11-01,3,1.56,93.43
9,2023-12-01,2,1.25,75.15
9,2024-01-01,5,3.46,207.88
9,2024-02-01,3,3.61,216.73
9,2024-03-01,2,1.85,110.86
9,2024-04-01,4,2.56,153.68
9,2024-05-01,1,0.94,56.51
9,2024-06-01,4,5.41,324.7
9,2024-07-01,3,4.15,248.85
9,2024-08-01,4,2.67,159.97
9,2024-09-01,1,1.32,78.92
9,2024-10-01,3,2.93,175.69
9,2024-11-01,3,3.56,213.53
9,2024-12-01,4,4.81,288.78
10,2023-01-01,4,3.7,221.73
10,2023-02-01,5,7.32,439.44
10,2023-03-01,8,10.42,625.23
10,2023-04-01,6,5.1,306.15
10,2023-05-01,2,1.75,104.79
10,2023-06-01,5,3.48,208.96
10,2023-07-01,5,3.12,187.38
10,2023-08-01,7,4.55,273.15
10,2023-09-01,5,5.55,333.15
10,2023-10-01,8,10.34,620.17
10,2023-11-01,5,5.52,330.97
10,2023-12-01,6,5.09,305.42
10,2024-01-01,5,6.64,398.64
10,2024-02-01,5,7.24,434.34
10,2024-03-01,2,1.78,107.07
10,2024-04-01,7,8.63,518.08
10,2024-05-01,8,11.96,717.55
10,2024-06-01,8,9.68,580.65
10,2024-07-01,6,6.82,409.49
10,2024-08-01,6,8.57,514.38
10,2024-09-01,4,4.83,289.66
10,2024-10-01,8,11.78,706.72
10,2024-11-01,7,6.26,375.64
10,2024-12-01,3,4.2,252.17
11,2023-01-01,1,0.68,40.79
11,2023-02-01,3,2.96,177.41
11,2023-03-01,3,3.81,228.49
11,2023-04-01,1,1.11,66.55
11,2023-05-01,3,2.87,172.32
11,2023-06-01,1,0.81,48.78
11,2023-07-01,0,0.0,0.0
11,2023-08-01,2,2.49,149.19
11,2023-09-01,0,0.0,0.0
11,2023-10-01,2,1.29,77.48
11,2023-11-01,1,1.35,80.87
11,2023-12-01,0,0.0,0.0
11,2024-01-01,0,0.0,0.0
11,2024-02-01,2,2.27,136.14
11,2024-03-01,0,0.0,0.0
11,2024-04-01,4,5.99,359.61
11,2024-05-01,2,1.47,88.1
11,2024-06-01,0,0.0,0.0
11,2024-07-01,0,0.0,0.0
11,2024-08-01,3,2.63,157.64
11,2024-09-01,0,0.0,0.0
11,2024-10-01,2,2.24,134.51
11,2024-11-01,1,0.91,54.34
11,2024-12-01,5,7.02,421.02
12,2023-01-01,2,1.35,81.02
12,2023-02-01,1,0.76,45.68
12,2023-03-01,1,1.35,81.29
12,2023-04-01,4,2.23,133.83
12,2023-05-01,1,1.24,74.47
12,2023-06-01,2,2.63,157.99
12,2023-07-01,1,1.1,65.73
12,2023-08-01,5,4.43,265.96
12,2023-09-01,0,0.0,0.0
12,2023-10-01,2,1.49,89.42
12,2023-11-01,1,1.34,80.61
12,2023-12-01,1,1.33,79.92
12,2024-01-01,0,0.0,0.0
12,2024-02-01,4,2.81,168.77
12,2024-03-01,1,0.91,54.65
12,2024-04-01,1,1.16,69.63
12,2024-05-01,0,0.0,0.0
12,2024-06-01,2,2.11,126.55
12,2024-07-01,1,1.01,60.74
12,2024-08-01,2,2.26,135.34
12,2024-09-01,1,0.59,35.44
12,2024-10-01,0,0.0,0.0
12,2024-11-01,1,0.87,52.3
12,2024-12-01,4,3.85,231.19
13,2023-01-01,3,2.42,145.13
13,2023-02-01,6,4.49,269.48
13,2023-03-01,4,3.03,181.57
13,2023-04-01,4,3.84,230.53
13,2023-05-01,11,10.33,619.96
13,2023-06-01,6,3.13,187.67
13,2023-07-01,3,1.66,99.83
13,2023-08-01,9,12.99,779.2
13,2023-09-01,6,3.8,227.96
13,2023-10-01,1,1.11,66.3
13,2023-11-01,6,3.75,224.93
13,2023-12-01,6,4.01,240.83
13,2024-01-01,2,2.24,134.23
13,2024-02-01,5,5.01,300.34
13,2024-03-01,5,6.3,377.74
13,2024-04-01,4,3.29,197.38
13,2024-05-01,5,3.46,207.78
13,2024-06-01,7,5.8,348.21
13,2024-07-01,5,3.43,205.78
13,2024-08-01,7,7.93,475.88
13,2024-09-01,6,8.03,481.97
13,2024-10-01,10,7.4,443.75
13,2024-11-01,9,8.52,511.44
13,2024-12-01,3,2.57,154.32
14,2023-01-01,3,3.49,209.36
14,2023-02-01,1,0.6,35.8
14,2023-03-01,3,3.95,237.22
14,2023-04-01,5,6.93,415.72
14,2023-05-01,0,0.0,0.0
14,2023-06-01,1,0.54,32.28
14,2023-07-01,1,0.91,54.64
14,2023-08-01,2,1.81,108.36
14,2023-09-01,0,0.0,0.0
14,2023-10-01,2,1.71,102.63
14,2023-11-01,1,1.06,63.69
14,2023-12-01,3,3.48,208.87
14,2024-01-01,1,0.77,46.32
14,2024-02-01,1,1.31,78.65
14,2024-03-01,0,0.0,0.0
14,2024-04-01,1,0.98,58.54
14,2024-05-01,3,2.04,122.3
14,2024-06-01,2,1.84,110.59
14,2024-07-01,2,2.16,129.43
14,2024-08-01,1,1.27,76.45
14,2024-09-01,1,1.2,72.23
14,2024-10-01,2,1.16,69.82
14,2024-11-01,2,2.72,163.2
14,2024-12-01,0,0.0,0.0
15,2023-01-01,0,0.0,0.0
15,2023-02-01,2,1.24,74.2
15,2023-03-01,2,2.7,161.77
15,2023-04-01,2,2.35,140.82
15,2023-05-01,1,0.95,57.15
15,2023-06-01,1,1.36,81.65
15,2023-07-01,1,1.1,66.21
15,2023-08-01,0,0.0,0.0
15,2023-09-01,1,0.79,47.7
15,2023-10-01,0,0.0,0.0
15,2023-11-01,2,2.2,131.96
15,2023-12-01,4,3.04,182.15
15,2024-01-01,0,0.0,0.0
15,2024-02-01,2,2.19,131.23
15,2024-03-01,1,1.13,67.9
15,2024-04-01,1,0.62,37.22
15,2024-05-01,0,0.0,0.0
15,2024-06-01,1,1.0,60.2
15,2024-07-01,2,2.65,159.23
15,2024-08-01,1,0.81,48.88
15,2024-09-01,1,0.83,49.55
15,2024-10-01,1,0.68,40.79
15,2024-11-01,4,2.87,172.0
15,2024-12-01,2,1.41,84.67
16,2023-01-01,1,1.46,87.85
16,2023-02-01,0,0.0,0.0
16,2023-03-01,3,2.14,128.39
16,2023-04-01,1,1.14,68.27
16,2023-05-01,2,2.0,119.79
16,2023-06-01,2,2.27,135.94
16,2023-07-01,3,1.58,94.84
16,2023-08-01,1,0.9,53.71
16,2023-09-01,0,0.0,0.0
16,2023-10-01,3,2.27,136.16
16,2023-11-01,1,1.31,78.9
16,2023-12-01,1,1.47,88.41
16,2024-01-01,0,0.0,0.0
16,2024-02-01,1,0.77,46.09
16,2024-03-01,0,0.0,0.0
16,2024-04-01,3,3.6,216.15
16,2024-05-01,1,0.83,49.86
16,2024-06-01,4,2.48,148.61
16,2024-07-01,2,2.87,172.07
16,2024-08-01,0,0.0,0.0
16,2024-09-01,1,0.84,50.32
16,2024-10-01,0,0.0,0.0
16,2024-11-01,1,1.48,88.54
16,2024-12-01,1,0.72,43.35
17,2023-01-01,2,2.74,164.56
17,2023-02-01,2,2.5,149.97
17,2023-03-01,1,1.42,85.34
17,2023-04-01,4,2.98,178.69
17,2023-05-01,1,1.46,87.45
17,2023-06-01,1,1.2,72.1
17,2023-07-01,1,0.58,34.6
17,2023-08-01,3,1.88,112.99
17,2023-09-01,3,2.73,163.94
17,2023-10-01,2,2.06,123.64
17,2023-11-01,0,0.0,0.0
17,2023-12-01,1,1.09,65.63
17,2024-01-01,1,0.64,38.49
17,2024-02-01,4,2.11,126.56
17,2024-03-01,2,1.25,74.72
17,2024-04-01,3,2.65,159.22
17,2024-05-01,0,0.0,0.0
17,2024-06-01,3,2.64,158.65
17,2024-07-01,1,0.82,49.19
17,2024-08-01,3,3.04,182.63
17,2024-09-01,4,5.17,310.04
17,2024-10-01,1,0.56,33.61
17,2024-11-01,2,2.47,148.11
17,2024-12-01,0,0.0,0.0
18,2023-01-01,3,3.93,235.53
18,2023-02-01,2,2.4,144.06
18,2023-03-01,0,0.0,0.0
18,2023-04-01,1,1.48,88.87
18,2023-05-01,0,0.0,0.0
18,2023-06-01,2,2.47,148.38
18,2023-07-01,0,0.0,0.0
18,2023-08-01,0,0.0,0.0
18,2023-09-01,1,1.32,79.21
18,2023-10-01,1,1.39,83.58
18,2023-11-01,0,0.0,0.0
18,2023-12-01,1,0.72,43.24
18,2024-01-01,1,1.42,85.11
18,2024-02-01,2,2.93,175.72
18,2024-03-01,2,2.17,130.34
18,2024-04-01,0,0.0,0.0
18,2024-05-01,2,2.06,123.71
18,2024-06-01,1,1.0,60.04
18,2024-07-01,1,1.26,75.62
18,2024-08-01,2,2.67,159.99
18,2024-09-01,0,0.0,0.0
18,2024-10-01,0,0.0,0.0
18,2024-11-01,1,0.51,30.57
18,2024-12-01,1,1.13,67.82
19,2023-01-01,3,2.58,154.62
19,2023-02-01,5,3.83,229.79
19,2023-03-01,5,3.51,210.44
19,2023-04-01,5,3.61,216.85
19,2023-05-01,4,3.9,234.01
19,2023-06-01,3,1.52,91.32
19,2023-07-01,4,4.72,283.25
19,2023-08-01,0,0.0,0.0
19,2023-09-01,1,1.07,64.08
19,2023-10-01,5,4.83,289.59
19,2023-11-01,2,2.69,161.17
19,2023-12-01,1,0.6,36.12
19,2024-01-01,1,0.56,33.3
19,2024-02-01,2,2.32,139.04
19,2024-03-01,1,0.92,55.11
19,2024-04-01,2,2.34,140.27
19,2024-05-01,4,5.02,301.29
19,2024-06-01,2,2.32,139.0
19,2024-07-01,3,3.93,236.09
19,2024-08-01,6,6.26,375.41
19,2024-09-01,7,3.6,215.82
19,2024-10-01,6,3.55,213.16
19,2024-11-01,3,3.52,210.97
19,2024-12-01,5,4.75,284.9
20,2023-01-01,4,4.26,255.42
20,2023-02-01,9,8.31,498.39
20,2023-03-01,5,4.08,244.56
20,2023-04-01,5,5.39,323.18
20,2023-05-01,3,4.48,268.86
20,2023-06-01,9,10.09,605.19
20,2023-07-01,5,5.78,347.05
20,2023-08-01,4,5.66,339.66
20,2023-09-01,3,1.86,111.48
20,2023-10-01,8,7.47,448.21
20,2023-11-01,5,6.17,370.42
20,2023-12-01,4,3.92,235.36
20,2024-01-01,7,8.15,489.01
20,2024-02-01,3,3.91,234.51
20,2024-03-01,6,6.53,391.55
20,2024-04-01,7,5.14,308.67
20,2024-05-01,4,4.39,263.55
20,2024-06-01,6,3.47,208.01
20,2024-07-01,5,3.73,223.95
20,2024-08-01,10,10.57,634.3
20,2024-09-01,7,5.57,334.22
20,2024-10-01,4,4.83,289.53
20,2024-11-01,3,1.76,105.34
20,2024-12-01,7,9.08,544.97
21,2023-01-01,0,0.0,0.0
21,2023-02-01,0,0.0,0.0
21,2023-03-01,0,0.0,0.0
21,2023-04-01,2,1.47,87.96
21,2023-05-01,3,2.21,132.79
21,2023-06-01,2,1.81,108.73
21,2023-07-01,1,1.43,86.01
21,2023-08-01,1,0.85,51.13
21,2023-09-01,1,1.09,65.49
21,2023-10-01,4,3.39,203.16
21,2023-11-01,1,0.79,47.29
21,2023-12-01,0,0.0,0.0
21,2024-01-01,0,0.0,0.0
21,2024-02-01,1,1.21,72.89
21,2024-03-01,2,2.72,162.95
21,2024-04-01,2,1.96,117.58
21,2024-05-01,1,0.6,36.06
21,2024-06-01,1,1.41,84.66
21,2024-07-01,1,0.63,37.94
21,2024-08-01,4,3.23,193.98
21,2024-09-01,3,3.61,216.55
21,2024-10-01,1,1.36,81.76
21,2024-11-01,2,1.67,100.08
21,2024-12-01,0,0.0,0.0
22,2023-01-01,5,5.85,350.9
22,2023-02-01,4,5.87,352.11
22,2023-03-01,6,5.36,321.75
22,2023-04-01,5,6.24,374.56
22,2023-05-01,3,2.72,163.17
22,2023-06-01,7,8.56,513.68
22,2023-07-01,8,7.5,449.75
22,2023-08-01,6,7.65,458.95
22,2023-09-01,7,7.12,426.96
22,2023-10-01,5,3.64,218.59
22,2023-11-01,17,11.2,672.09
22,2023-12-01,10,7.64,458.2
22,2024-01-01,7,6.68,400.98
22,2024-02-01,8,5.07,303.97
22,2024-03-01,9,6.9,414.2
22,2024-04-01,11,15.95,956.95
22,2024-05-01,5,6.4,384.14
22,2024-06-01,6,5.32,319.45
22,2024-07-01,6,7.19,431.62
22,2024-08-01,4,4.45,267.04
22,2024-09-01,5,4.82,289.26
22,2024-10-01,8,9.0,539.75
22,2024-11-01,2,1.65,98.96
22,2024-12-01,4,2.1,126.18
23,2023-01-01,1,1.44,86.39
23,2023-02-01,1,0.75,44.74
23,2023-03-01,0,0.0,0.0
23,2023-04-01,0,0.0,0.0
23,2023-05-01,0,0.0,0.0
23,2023-06-01,1,0.92,55.44
23,2023-07-01,1,1.19,71.39
23,2023-08-01,0,0.0,0.0
23,2023-09-01,0,0.0,0.0
23,2023-10-01,0,0.0,0.0
23,2023-11-01,1,0.91,54.34
23,2023-12-01,0,0.0,0.0
23,2024-01-01,1,0.67,40.29
23,2024-02-01,2,1.05,63.1
23,2024-03-01,0,0.0,0.0
23,2024-04-01,1,0.81,48.37
23,2024-05-01,0,0.0,0.0
23,2024-06-01,2,2.55,153.26
23,2024-07-01,2,1.08,64.71
23,2024-08-01,1,1.1,65.86
23,2024-09-01,1,1.05,63.23
23,2024-10-01,3,3.6,215.92
23,2024-11-01,3,1.83,109.52
23,2024-12-01,6,8.39,503.39
24,2023-01-01,2,1.27,76.11
24,2023-02-01,3,2.44,146.17
24,2023-03-01,7,9.21,552.83
24,2023-04-01,6,3.86,231.83
24,2023-05-01,5,4.94,296.11
24,2023-06-01,7,7.29,437.63
24,2023-07-01,5,2.79,167.66
24,2023-08-01,3,1.98,118.69
24,2023-09-01,9,4.8,287.95
24,2023-10-01,4,5.33,319.59
24,2023-11-01,6,5.65,338.77
24,2023-12-01,7,10.1,606.04
24,2024-01-01,8,6.04,362.46
24,2024-02-01,3,3.33,199.76
24,2024-03-01,5,7.33,439.61
24,2024-04-01,5,5.81,348.34
24,2024-05-01,5,5.89,353.28
24,2024-06-01,9,9.91,594.74
24,2024-07-01,3,2.09,125.41
24,2024-08-01,6,6.08,364.58
24,2024-09-01,5,5.79,347.27
24,2024-10-01,7,7.54,452.37
24,2024-11-01,2,1.39,83.19
24,2024-12-01,4,4.5,270.24
25,2023-01-01,5,6.9,414.14
25,2023-02-01,2,2.64,158.34
25,2023-03-01,5,6.96,417.38
25,2023-04-01,1,0.89,53.48
25,2023-05-01,2,2.64,158.34
25,2023-06-01,2,2.85,170.77
25,2023-07-01,0,0.0,0.0
25,2023-08-01,2,1.82,109.37
25,2023-09-01,4,5.82,348.95
25,2023-10-01,4,4.42,264.96
25,2023-11-01,3,4.31,258.5
25,2023-12-01,3,3.66,219.54
25,2024-01-01,2,1.61,96.52
25,2024-02-01,5,6.35,381.06
25,2024-03-01,0,0.0,0.0
25,2024-04-01,2,1.87,112.47
25,2024-05-01,1,0.72,43.41
25,2024-06-01,4,4.49,269.36
25,2024-07-01,3,2.17,130.15
25,2024-08-01,4,4.13,247.8
25,2024-09-01,0,0.0,0.0
25,2024-10-01,3,3.58,214.59
25,2024-11-01,6,6.82,409.04
25,2024-12-01,2,2.68,160.99
26,2023-01-01,2,1.47,88.48
26,2023-02-01,8,7.62,457.2
26,2023-03-01,5,3.91,234.9
26,2023-04-01,5,4.59,275.4
26,2023-05-01,2,1.28,77.08
26,2023-06-01,5,3.71,222.31
26,2023-07-01,7,6.21,372.68
26,2023-08-01,4,3.76,225.64
26,2023-09-01,2,1.74,104.47
26,2023-10-01,6,4.42,265.4
26,2023-11-01,3,2.1,126.2
26,2023-12-01,6,5.49,329.19
26,2024-01-01,4,5.71,342.73
26,2024-02-01,4,3.3,197.82
26,2024-03-01,8,9.3,557.94
26,2024-04-01,8,4.24,254.58
26,2024-05-01,5,6.76,405.82
26,2024-06-01,2,2.06,123.37
26,2024-07-01,5,2.7,161.73
26,2024-08-01,2,1.54,92.2
26,2024-09-01,7,9.85,591.02
26,2024-10-01,5,6.65,399.23
26,2024-11-01,6,3.07,184.01
26,2024-12-01,5,4.23,253.65
27,2023-01-01,2,1.64,98.53
27,2023-02-01,0,0.0,0.0
27,2023-03-01,2,2.66,159.3
27,2023-04-01,1,0.66,39.68
27,2023-05-01,2,2.3,137.87
27,2023-06-01,3,3.69,221.69
27,2023-07-01,0,0.0,0.0
27,2023-08-01,2,2.8,167.87
27,2023-09-01,0,0.0,0.0
27,2023-10-01,5,2.94,176.21
27,2023-11-01,1,0.74,44.2
27,2023-12-01,1,0.82,49.3
27,2024-01-01,0,0.0,0.0
27,2024-02-01,0,0.0,0.0
27,2024-03-01,4,3.15,189.09
27,2024-04-01,0,0.0,0.0
27,2024-05-01,3,4.06,243.57
27,2024-06-01,3,1.72,103.42
27,2024-07-01,0,0.0,0.0
27,2024-08-01,1,1.41,84.41
27,2024-09-01,2,1.68,100.97
27,2024-10-01,1,1.3,78.07
27,2024-11-01,3,3.57,214.35
27,2024-12-01,0,0.0,0.0
28,2023-01-01,9,5.59,335.13
28,2023-02-01,4,2.1,126.25
28,2023-03-01,4,4.08,244.53
28,2023-04-01,6,6.34,380.11
28,2023-05-01,4,3.19,191.25
28,2023-06-01,1,0.59,35.56
28,2023-07-01,3,2.52,151.19
28,2023-08-01,1,0.86,51.75
28,2023-09-01,5,6.97,418.49
28,2023-10-01,1,0.61,36.39
28,2023-11-01,5,5.62,336.99
28,2023-12-01,5,3.5,210.14
28,2024-01-01,5,4.39,263.56
28,2024-02-01,3,3.06,183.83
28,2024-03-01,4,5.03,301.54
28,2024-04-01,1,1.1,66.07
28,2024-05-01,2,2.82,169.04
28,2024-06-01,3,2.52,151.07
28,2024-07-01,3,2.4,143.8
28,2024-08-01,3,3.4,203.94
28,2024-09-01,1,0.53,31.69
28,2024-10-01,3,3.46,207.8
28,2024-11-01,6,8.43,505.99
28,2024-12-01,4,5.17,310.04
29,2023-01-01,0,0.0,0.0
29,2023-02-01,2,2.63,157.75
29,2023-03-01,1,0.71,42.51
29,2023-04-01,2,2.62,157.23
29,2023-05-01,1,0.61,36.6
29,2023-06-01,1,1.15,69.25
29,2023-07-01,2,1.81,108.45
29,2023-08-01,2,1.73,103.87
29,2023-09-01,4,3.82,229.24
29,2023-10-01,3,4.2,251.91
29,2023-11-01,1,1.4,84.27
29,2023-12-01,1,0.82,49.49
29,2024-01-01,4,2.04,122.44
29,2024-02-01,2,2.21,132.8
29,2024-03-01,2,2.42,145.46
29,2024-04-01,2,1.02,61.23
29,2024-05-01,1,0.67,40.02
29,2024-06-01,1,0.97,58.48
29,2024-07-01,1,1.22,73.23
29,2024-08-01,1,1.32,79.49
29,2024-09-01,0,0.0,0.0
29,2024-10-01,1,1.05,62.74
29,2024-11-01,1,0.54,32.57
29,2024-12-01,0,0.0,0.0
30,2023-01-01,6,3.42,205.01
30,2023-02-01,1,1.49,89.33
30,2023-03-01,2,2.31,138.39
30,2023-04-01,2,2.79,167.42
30,2023-05-01,2,1.42,85.03
30,2023-06-01,2,2.09,125.28
30,2023-07-01,2,1.75,104.71
30,2023-08-01,2,2.47,148.14
30,2023-09-01,2,1.81,108.73
30,2023-10-01,1,1.35,80.86
30,2023-11-01,4,3.07,184.39
30,2023-12-01,6,6.6,395.85
30,2024-01-01,1,1.31,78.46
30,2024-02-01,2,1.68,101.05
30,2024-03-01,3,3.34,200.45
30,2024-04-01,1,0.55,33.01
30,2024-05-01,0,0.0,0.0
30,2024-06-01,3,4.25,254.76
30,2024-07-01,1,1.46,87.78
30,2024-08-01,2,2.46,147.41
30,2024-09-01,2,2.45,147.05
30,2024-10-01,1,1.0,59.97
30,2024-11-01,4,4.47,268.01
30,2024-12-01,2,1.64,98.39
31,2023-01-01,2,2.34,140.36
31,2023-02-01,1,0.69,41.26
31,2023-03-01,0,0.0,0.0
31,2023-04-01,2,1.41,84.52
31,2023-05-01,2,2.03,121.66
31,2023-06-01,1,0.98,58.66
31,2023-07-01,1,1.02,61.15
31,2023-08-01,1,1.07,64.43
31,2023-09-01,2,2.03,121.96
31,2023-10-01,0,0.0,0.0
31,2023-11-01,1,0.77,45.94
31,2023-12-01,0,0.0,0.0
31,2024-01-01,2,1.24,74.25
31,2024-02-01,1,1.01,60.69
