invoice_id,account_id,billing_month,amount_billed
382,16,2024-10-01,457.34
383,16,2024-11-01,509.74
384,16,2024-12-01,591.63
385,17,2023-01-01,1209.09
386,17,2023-02-01,1212.41
387,17,2023-03-01,1177.03
388,17,2023-04-01,1157.51
389,17,2023-05-01,1241.52
390,17,2023-06-01,1157.2
391,17,2023-07-01,1203.58
392,17,2023-08-01,1176.12
393,17,2023-09-01,1223.95
394,17,2023-10-01,1216.68
395,17,2023-11-01,1251.88
396,17,2023-12-01,1174.5
397,17,2024-01-01,1186.51
398,17,2024-02-01,1151.06
399,17,2024-03-01,1177.79
400,17,2024-04-01,1218.87
401,17,2024-05-01,1237.85
402,17,2024-06-01,1153.89
403,17,2024-07-01,1243.48
404,17,2024-08-01,1267.78
405,17,2024-09-01,1220.67
406,17,2024-10-01,1293.84
407,17,2024-11-01,1161.31
408,17,2024-12-01,1137.77
409,18,2023-01-01,345.36
410,18,2023-02-01,509.1
411,18,2023-03-01,467.02
412,18,2023-04-01,431.52
413,18,2023-05-01,448.3
414,18,2023-06-01,378.03
415,18,2023-07-01,556.59
416,18,2023-08-01,440.76
417,18,2023-09-01,439.77
418,18,2023-10-01,470.59
419,18,2023-11-01,458.35
420,18,2023-12-01,445.49
421,18,2024-01-01,394.78
422,18,2024-02-01,457.87
423,18,2024-03-01,528.4
424,18,2024-04-01,501.57
425,18,2024-05-01,513.96
426,18,2024-06-01,408.74
427,18,2024-07-01,384.82
428,18,2024-08-01,428.01
429,18,2024-09-01,437.09
430,18,2024-10-01,489.01
431,18,2024-11-01,349.68
432,18,2024-12-01,510.78
433,19,2023-01-01,1181.06
434,19,2023-02-01,1167.62
435,19,2023-03-01,1138.35
436,19,2023-04-01,1106.22
437,19,2023-05-01,1230.12
438,19,2023-06-01,1192.63
439,19,2023-07-01,1124.46
440,19,2023-08-01,1124.21
441,19,2023-09-01,1172.17
442,19,2023-10-01,1272.41
443,19,2023-11-01,1175.98
444,19,2023-12-01,1113.8
445,19,2024-01-01,1176.67
446,19,2024-02-01,1175.32
447,19,2024-03-01,1054.12
448,19,2024-04-01,1186.25
449,19,2024-05-01,1177.41
450,19,2024-06-01,1223.77
451,19,2024-07-01,1281.41
452,19,2024-08-01,1245.29
453,19,2024-09-01,1175.52
454,19,2024-10-01,1133.63
455,19,2024-11-01,1317.63
456,19,2024-12-01,1191.92
457,20,2023-01-01,1200.7
458,20,2023-02-01,1198.79
459,20,2023-03-01,1209.9
460,20,2023-04-01,1192.78
461,20,2023-05-01,1171.32
462,20,2023-06-01,1172.66
463,20,2023-07-01,1198.36
464,20,2023-08-01,1172.83
465,20,2023-09-01,1164.36
466,20,2023-10-01,1205.32
467,20,2023-11-01,1187.25
468,20,2023-12-01,1275.2
469,20,2024-01-01,1067.45
470,20,2024-02-01,1254.58
471,20,2024-03-01,1262.3
472,20,2024-04-01,1096.33
473,20,2024-05-01,1182.87
474,20,2024-06-01,1181.43
475,20,2024-07-01,1129.62
476,20,2024-08-01,1161.11
477,20,2024-09-01,1144.47
478,20,2024-10-01,1287.61
479,20,2024-11-01,1246.78
480,20,2024-12-01,1263.58
481,21,2023-01-01,940.16
482,21,2023-02-01,847.63
483,21,2023-03-01,877.85
484,21,2023-04-01,928.55
485,21,2023-05-01,842.97
486,21,2023-06-01,939.73
487,21,2023-07-01,892.06
488,21,2023-08-01,885.34
489,21,2023-09-01,939.63
490,21,2023-10-01,926.29
491,21,2023-11-01,886.03
492,21,2023-12-01,962.05
493,21,2024-01-01,850.03
494,21,2024-02-01,934.88
495,21,2024-03-01,933.74
496,21,2024-04-01,888.6
497,21,2024-05-01,920.39
498,21,2024-06-01,841.52
499,21,2024-07-01,950.28
500,21,2024-08-01,894.83
501,21,2024-09-01,877.94
502,21,2024-10-01,956.53
503,21,2024-11-01,868.86
504,21,2024-12-01,833.66
505,22,2023-01-01,383.47
506,22,2023-02-01,491.6
507,22,2023-03-01,397.28
508,22,2023-04-01,549.04
509,22,2023-05-01,357.2
510,22,2023-06-01,546.12
511,22,2023-07-01,471.85
512,22,2023-08-01,456.46
513,22,2023-09-01,434.05
514,22,2023-10-01,481.26
515,22,2023-11-01,459.42
516,22,2023-12-01,516.47
517,22,2024-01-01,467.01
518,22,2024-02-01,468.82
519,22,2024-03-01,443.12
520,22,2024-04-01,458.45
521,22,2024-05-01,476.69
522,22,2024-06-01,375.79
523,22,2024-07-01,393.89
524,22,2024-08-01,498.46
525,22,2024-09-01,469.84
526,22,2024-10-01,452.1
527,22,2024-11-01,462.22
528,22,2024-12-01,478.68
529,23,2023-01-01,1044.85
530,23,2023-02-01,1032.92
531,23,2023-03-01,1081.63
532,23,2023-04-01,1022.92
533,23,2023-05-01,1092.25
534,23,2023-06-01,986.71
535,23,2023-07-01,1123.3
536,23,2023-08-01,1095.47
537,23,2023-09-01,1084.64
538,23,2023-10-01,1120.97
539,23,2023-11-01,1155.11
540,23,2023-12-01,1122.56
541,23,2024-01-01,979.8
542,23,2024-02-01,1007.86
543,23,2024-03-01,1040.6
544,23,2024-04-01,1073.14
545,23,2024-05-01,1097.72
546,23,2024-06-01,1035.55
547,23,2024-07-01,1081.18
548,23,2024-08-01,1034.07
549,23,2024-09-01,1041.26
550,23,2024-10-01,1001.51
551,23,2024-11-01,1025.68
552,23,2024-12-01,1004.26
553,24,2023-01-01,2951.21
554,24,2023-02-01,3052.68
555,24,2023-03-01,2952.53
556,24,2023-04-01,3131.62
557,24,2023-05-01,3024.67
558,24,2023-06-01,3009.24
559,24,2023-07-01,2957.08
560,24,2023-08-01,3035.02
561,24,2023-09-01,2971.22
562,24,2023-10-01,3006.1
563,24,2023-11-01,3128.0
564,24,2023-12-01,2995.2
565,24,2024-01-01,3057.46
566,24,2024-02-01,2964.84
567,24,2024-03-01,2998.25
568,24,2024-04-01,3088.54
569,24,2024-05-01,2968.65
570,24,2024-06-01,3090.62
571,24,2024-07-01,3035.39
572,24,2024-08-01,2971.88
573,24,2024-09-01,3031.62
574,24,2024-10-01,3048.63
575,24,2024-11-01,3031.09
576,24,2024-12-01,2921.49
577,25,2023-01-01,440.84
578,25,2023-02-01,464.82
579,25,2023-03-01,473.48
580,25,2023-04-01,508.23
581,25,2023-05-01,486.09
582,25,2023-06-01,410.43
583,25,2023-07-01,496.21
584,25,2023-08-01,507.73
585,25,2023-09-01,505.19
586,25,2023-10-01,531.24
587,25,2023-11-01,518.9
588,25,2023-12-01,500.16
589,25,2024-01-01,473.69
590,25,2024-02-01,394.15
591,25,2024-03-01,498.68
592,25,2024-04-01,487.58
593,25,2024-05-01,490.78
594,25,2024-06-01,413.36
595,25,2024-07-01,423.15
596,25,2024-08-01,529.86
597,25,2024-09-01,475.22
598,25,2024-10-01,511.28
599,25,2024-11-01,478.62
600,25,2024-12-01,478.69
601,26,2023-01-01,2713.61
602,26,2023-02-01,2640.9
603,26,2023-03-01,2671.51
604,26,2023-04-01,2643.59
605,26,2023-05-01,2644.98
606,26,2023-06-01,2651.24
607,26,2023-07-01,2677.81
608,26,2023-08-01,2642.76
609,26,2023-09-01,2729.49
610,26,2023-10-01,2621.97
611,26,2023-11-01,2657.36
612,26,2023-12-01,2644.71
613,26,2024-01-01,2739.05
614,26,2024-02-01,2676.53
615,26,2024-03-01,2718.29
616,26,2024-04-01,2592.42
617,26,2024-05-01,2680.05
618,26,2024-06-01,2711.18
619,26,2024-07-01,2670.81
620,26,2024-08-01,2719.97
621,26,2024-09-01,2640.84
622,26,2024-10-01,2737.17
623,26,2024-11-01,2781.64
624,26,2024-12-01,2648.56
625,27,2023-01-01,2977.72
626,27,2023-02-01,3072.67
627,27,2023-03-01,3078.98
628,27,2023-04-01,2973.86
629,27,2023-05-01,2978.99
630,27,2023-06-01,2985.91
631,27,2023-07-01,2932.78
632,27,2023-08-01,2954.07
633,27,2023-09-01,2949.79
634,27,2023-10-01,2961.61
635,27,2023-11-01,2998.27
636,27,2023-12-01,3011.71
637,27,2024-01-01,3077.53
638,27,2024-02-01,2950.08
639,27,2024-03-01,3049.22
640,27,2024-04-01,2989.3
641,27,2024-05-01,2997.53
642,27,2024-06-01,3033.74
643,27,2024-07-01,2943.86
644,27,2024-08-01,3019.12
645,27,2024-09-01,3008.32
646,27,2024-10-01,3024.62
647,27,2024-11-01,3014.46
648,27,2024-12-01,3122.77
649,28,2023-01-01,1002.99
650,28,2023-02-01,1008.33
651,28,2023-03-01,1003.72
652,28,2023-04-01,1007.11
653,28,2023-05-01,1003.01
654,28,2023-06-01,1094.33
655,28,2023-07-01,1105.91
656,28,2023-08-01,1006.34
657,28,2023-09-01,993.26
658,28,2023-10-01,1058.45
659,28,2023-11-01,1007.27
660,28,2023-12-01,1066.53
661,28,2024-01-01,1045.03
662,28,2024-02-01,959.09
663,28,2024-03-01,1112.26
664,28,2024-04-01,1124.67
665,28,2024-05-01,1004.24
666,28,2024-06-01,1015.49
667,28,2024-07-01,1049.17
668,28,2024-08-01,1051.6
669,28,2024-09-01,1067.81
670,28,2024-10-01,1135.39
671,28,2024-11-01,1026.03
672,28,2024-12-01,994.97
673,29,2023-01-01,1083.15
674,29,2023-02-01,1115.57
675,29,2023-03-01,1150.46
676,29,2023-04-01,1241.85
677,29,2023-05-01,1126.24
678,29,2023-06-01,1163.31
679,29,2023-07-01,1151.3
680,29,2023-08-01,1211.54
681,29,2023-09-01,1278.47
682,29,2023-10-01,1125.58
683,29,2023-11-01,1127.65
684,29,2023-12-01,1204.33
685,29,2024-01-01,1186.21
686,29,2024-02-01,1244.46
687,29,2024-03-01,1181.32
688,29,2024-04-01,1134.16
689,29,2024-05-01,1181.65
690,29,2024-06-01,1207.56
691,29,2024-07-01,1193.14
692,29,2024-08-01,1177.48
693,29,2024-09-01,1205.45
694,29,2024-10-01,1210.58
695,29,2024-11-01,1221.23
696,29,2024-12-01,1184.56
697,30,2023-01-01,456.24
698,30,2023-02-01,471.94
699,30,2023-03-01,524.93
700,30,2023-04-01,423.75
701,30,2023-05-01,483.03
702,30,2023-06-01,444.93
703,30,2023-07-01,466.04
704,30,2023-08-01,528.52
705,30,2023-09-01,474.15
706,30,2023-10-01,466.92
707,30,2023-11-01,396.61
708,30,2023-12-01,501.91
709,30,2024-01-01,496.87
710,30,2024-02-01,572.76
711,30,2024-03-01,449.21
712,30,2024-04-01,475.56
713,30,2024-05-01,477.07
714,30,2024-06-01,543.47
715,30,2024-07-01,459.84
716,30,2024-08-01,478.55
717,30,2024-09-01,494.99
718,30,2024-10-01,473.93
719,30,2024-11-01,442.28
720,30,2024-12-01,474.3
721,31,2023-01-01,533.78
722,31,2023-02-01,428.77
723,31,2023-03-01,486.75
724,31,2023-04-01,445.09
725,31,2023-05-01,539.85
726,31,2023-06-01,403.94
727,31,2023-07-01,452.15
728,31,2023-08-01,498.96
729,31,2023-09-01,558.38
730,31,2023-10-01,476.81
731,31,2023-11-01,452.34
732,31,2023-12-01,574.16
733,31,2024-01-01,407.7
734,31,2024-02-01,370.16
735,31,2024-03-01,502.1
736,31,2024-04-01,455.0
737,31,2024-05-01,429.04
738,31,2024-06-01,515.52
739,31,2024-07-01,492.29
740,31,2024-08-01,451.9
741,31,2024-09-01,416.08
742,31,2024-10-01,523.72
743,31,2024-11-01,512.61
744,31,2024-12-01,475.14
745,32,2023-01-01,2236.73
746,32,2023-02-01,2090.9
747,32,2023-03-01,2068.12
748,32,2023-04-01,2109.8
749,32,2023-05-01,2142.12
750,32,2023-06-01,2156.57
751,32,2023-07-01,2132.34
752,32,2023-08-01,2162.0
753,32,2023-09-01,2081.82
754,32,2023-10-01,2216.59
755,32,2023-11-01,2140.29
756,32,2023-12-01,2200.26
757,32,2024-01-01,2161.54
758,32,2024-02-01,2167.24
759,32,2024-03-01,2172.89
760,32,2024-04-01,2166.79
761,32,2024-05-01,2176.54
762,32,2024-06-01,2210.86
763,32,2024-07-01,2154.23
764,32,2024-08-01,2179.85
765,32,2024-09-01,2139.91
766,32,2024-10-01,2216.41
767,32,2024-11-01,2110.58
768,32,2024-12-01,2234.45
769,33,2023-01-01,1079.55
770,33,2023-02-01,1010.02
771,33,2023-03-01,1087.97
772,33,2023-04-01,1047.51
773,33,2023-05-01,1123.59
774,33,2023-06-01,1048.93
775,33,2023-07-01,1059.25
776,33,2023-08-01,987.08
777,33,2023-09-01,1058.94
778,33,2023-10-01,960.37
779,33,2023-11-01,1002.36
780,33,2023-12-01,1119.58
781,33,2024-01-01,1120.85
782,33,2024-02-01,1102.83
783,33,2024-03-01,1033.21
784,33,2024-04-01,1079.17
785,33,2024-05-01,1081.38
786,33,2024-06-01,1023.64
787,33,2024-07-01,1156.73
788,33,2024-08-01,1125.43
789,33,2024-09-01,1070.51
790,33,2024-10-01,1082.9
791,33,2024-11-01,1091.98
792,33,2024-12-01,979.47
793,34,2023-01-01,2987.64
794,34,2023-02-01,2965.9
795,34,2023-03-01,2949.92
796,34,2023-04-01,2985.94
797,34,2023-05-01,3089.88
798,34,2023-06-01,3032.04
799,34,2023-07-01,2971.44
800,34,2023-08-01,3028.63
801,34,2023-09-01,3069.97
802,34,2023-10-01,3046.23
803,34,2023-11-01,3002.98
804,34,2023-12-01,2967.65
805,34,2024-01-01,3034.91
806,34,2024-02-01,3019.67
807,34,2024-03-01,3044.76
808,34,2024-04-01,3031.76
809,34,2024-05-01,3052.48
810,34,2024-06-01,2973.24
811,34,2024-07-01,3065.87
812,34,2024-08-01,3009.88
813,34,2024-09-01,3103.76
814,34,2024-10-01,2965.54
815,34,2024-11-01,3086.8
816,34,2024-12-01,3009.9
817,35,2023-01-01,948.67
818,35,2023-02-01,957.05
819,35,2023-03-01,965.22
820,35,2023-04-01,1002.45
821,35,2023-05-01,1007.38
822,35,2023-06-01,952.55
823,35,2023-07-01,980.02
824,35,2023-08-01,1088.35
825,35,2023-09-01,1067.62
826,35,2023-10-01,1003.06
827,35,2023-11-01,983.14
828,35,2023-12-01,987.24
829,35,2024-01-01,1011.92
830,35,2024-02-01,930.1
831,35,2024-03-01,968.37
832,35,2024-04-01,897.81
833,35,2024-05-01,1001.2
834,35,2024-06-01,1013.6
835,35,2024-07-01,957.08
836,35,2024-08-01,1059.94
837,35,2024-09-01,919.95
838,35,2024-10-01,908.02
839,35,2024-11-01,992.46
840,35,2024-12-01,1033.59
841,36,2023-01-01,3084.2
842,36,2023-02-01,2977.06
843,36,2023-03-01,3053.93
844,36,2023-04-01,2998.07
845,36,2023-05-01,2991.37
846,36,2023-06-01,3044.18
847,36,2023-07-01,3032.62
848,36,2023-08-01,2921.18
849,36,2023-09-01,3073.83
850,36,2023-10-01,3069.0
851,36,2023-11-01,2968.72
852,36,2023-12-01,3019.79
853,36,2024-01-01,3024.7
854,36,2024-02-01,3013.03
855,36,2024-03-01,2972.48
856,36,2024-04-01,2966.42
857,36,2024-05-01,2998.72
858,36,2024-06-01,3058.64
859,36,2024-07-01,3027.18
860,36,2024-08-01,2981.47
861,36,2024-09-01,3038.58
862,36,2024-10-01,2857.57
863,36,2024-11-01,3057.44
864,36,2024-12-01,2913.01
865,37,2023-01-01,1036.8
866,37,2023-02-01,998.94
867,37,2023-03-01,990.19
868,37,2023-04-01,1112.96
869,37,2023-05-01,1031.53
870,37,2023-06-01,1072.25
871,37,2023-07-01,1052.57
872,37,2023-08-01,1078.77
873,37,2023-09-01,1058.76
874,37,2023-10-01,990.77
875,37,2023-11-01,1104.73
876,37,2023-12-01,1030.23
877,37,2024-01-01,977.09
878,37,2024-02-01,1033.51
879,37,2024-03-01,1129.96
880,37,2024-04-01,1097.43
881,37,2024-05-01,1037.49
882,37,2024-06-01,1037.46
883,37,2024-07-01,1038.84
884,37,2024-08-01,1158.76
885,37,2024-09-01,1074.02
886,37,2024-10-01,1076.42
887,37,2024-11-01,1106.43
888,37,2024-12-01,1066.86
889,38,2023-01-01,487.05
890,38,2023-02-01,490.18
891,38,2023-03-01,496.42
