account_id,usage_month,active_users,api_calls,feature_events
4,2023-02-01,17,15354,5016
4,2023-03-01,21,7213,8522
4,2023-04-01,17,8713,5499
4,2023-05-01,26,12873,7169
4,2023-06-01,25,6831,4691
4,2023-07-01,24,16204,3322
4,2023-08-01,29,10539,6005
4,2023-09-01,22,7472,5901
4,2023-10-01,26,12916,4984
4,2023-11-01,20,5323,5983
4,2023-12-01,25,7102,4353
4,2024-01-01,20,5551,4018
4,2024-02-01,17,8762,4113
4,2024-03-01,14,16067,6503
4,2024-04-01,19,10817,5500
4,2024-05-01,28,7544,6310
4,2024-06-01,20,5992,5868
4,2024-07-01,29,17763,3560
4,2024-08-01,26,8770,5940
4,2024-09-01,15,6211,4068
4,2024-10-01,23,8076,5790
4,2024-11-01,28,11798,6942
4,2024-12-01,25,6349,6636
5,2023-01-01,30,12731,6888
5,2023-02-01,36,5511,3898
5,2023-03-01,40,9492,5095
5,2023-04-01,37,12088,5334
5,2023-05-01,32,9061,6029
5,2023-06-01,36,9228,6298
5,2023-07-01,33,7445,4089
5,2023-08-01,29,9182,6480
5,2023-09-01,29,10565,4211
5,2023-10-01,32,5469,4735
5,2023-11-01,33,11620,5267
5,2023-12-01,28,13252,5252
5,2024-01-01,34,9972,4378
5,2024-02-01,35,11426,2903
5,2024-03-01,31,9235,5307
5,2024-04-01,39,7684,4402
5,2024-05-01,31,7595,4583
5,2024-06-01,37,6838,5513
5,2024-07-01,25,8315,4604
5,2024-08-01,42,9175,2358
5,2024-09-01,24,10102,5736
5,2024-10-01,35,10502,6394
5,2024-11-01,31,12684,3041
5,2024-12-01,29,4578,4670
6,2023-01-01,63,10342,5074
6,2023-02-01,59,9429,3203
6,2023-03-01,70,9089,4413
6,2023-04-01,71,6273,3649
6,2023-05-01,58,9796,5517
6,2023-06-01,67,17715,2300
6,2023-07-01,67,8328,4296
6,2023-08-01,60,7273,7021
6,2023-09-01,68,10069,6621
6,2023-10-01,56,6007,2386
6,2023-11-01,60,10485,5123
6,2023-12-01,64,5766,5963
6,2024-01-01,65,12199,2728
6,2024-02-01,65,6436,4523
6,2024-03-01,66,10273,3978
6,2024-04-01,64,5405,6380
6,2024-05-01,62,13355,4368
6,2024-06-01,61,7707,6051
6,2024-07-01,60,11933,4541
6,2024-08-01,54,8289,3585
6,2024-09-01,64,6428,6111
6,2024-10-01,63,9467,5787
6,2024-11-01,68,9939,4074
6,2024-12-01,55,7941,4259
7,2023-01-01,37,8964,5825
7,2023-02-01,33,9828,6420
7,2023-03-01,38,9819,4277
7,2023-04-01,33,7448,4350
7,2023-05-01,40,9334,3380
7,2023-06-01,45,10959,3311
7,2023-07-01,34,10332,7045
7,2023-08-01,31,12928,6679
7,2023-09-01,33,9167,3756
7,2023-10-01,35,9890,5791
7,2023-11-01,42,7755,2639
7,2023-12-01,36,10880,5299
7,2024-01-01,35,10374,6818
7,2024-02-01,38,8879,4399
7,2024-03-01,36,14910,4780
7,2024-04-01,36,8553,6318
7,2024-05-01,46,11351,5099
7,2024-06-01,37,2847,5894
7,2024-07-01,37,11285,4146
7,2024-08-01,35,8766,6225
7,2024-09-01,35,16247,5517
7,2024-10-01,30,9614,4217
7,2024-11-01,26,14798,5843
7,2024-12-01,39,10496,3341
8,2023-01-01,60,12525,3738
8,2023-02-01,50,9318,4829
8,2023-03-01,63,12185,5765
8,2023-04-01,64,13586,3177
8,2023-05-01,65,11879,3512
8,2023-06-01,55,7762,4206
8,2023-07-01,66,8156,3972
8,2023-08-01,59,13355,5015
8,2023-09-01,62,9669,6550
8,2023-10-01,59,13946,5252
8,2023-11-01,62,17502,3733
8,2023-12-01,61,6302,6142
8,2024-01-01,71,15009,6468
8,2024-02-01,62,8904,2994
8,2024-03-01,73,11406,4409
8,2024-04-01,69,7081,5487
8,2024-05-01,62,11916,4923
8,2024-06-01,55,10226,6258
8,2024-07-01,62,12325,3745
8,2024-08-01,62,8126,5896
8,2024-09-01,63,12070,6305
8,2024-10-01,66,10819,3802
8,2024-11-01,62,8400,4587
8,2024-12-01,61,7060,2651
9,2023-01-01,33,10580,3382
9,2023-02-01,37,15700,6227
9,2023-03-01,45,11173,6401
9,2023-04-01,33,8066,1713
9,2023-05-01,42,14620,4336
9,2023-06-01,35,7738,5459
9,2023-07-01,42,4771,5491
9,2023-08-01,35,10340,5550
9,2023-09-01,36,9689,4743
9,2023-10-01,41,11256,5264
9,2023-11-01,30,8864,6078
9,2023-12-01,37,11978,7119
9,2024-01-01,42,10279,4386
9,2024-02-01,24,9494,4608
9,2024-03-01,38,9538,4615
9,2024-04-01,28,7180,5571
9,2024-05-01,45,9707,5393
9,2024-06-01,41,7567,5440
9,2024-07-01,33,12594,5181
9,2024-08-01,38,7652,5848
9,2024-09-01,47,6976,4592
9,2024-10-01,38,12359,4328
9,2024-11-01,22,14077,5912
9,2024-12-01,28,8177,6881
10,2023-01-01,13,12815,4788
10,2023-02-01,6,9607,6353
10,2023-03-01,1,7582,6212
10,2023-04-01,5,14135,4194
10,2023-05-01,5,7232,5008
10,2023-06-01,1,8537,3276
10,2023-07-01,9,12149,2923
10,2023-08-01,12,17492,5055
10,2023-09-01,2,18472,3417
10,2023-10-01,6,10538,6614
10,2023-11-01,7,8504,3858
10,2023-12-01,4,6979,5057
10,2024-01-01,3,5517,6506
10,2024-02-01,3,6195,4798
10,2024-03-01,6,4760,5397
10,2024-04-01,1,15133,5628
10,2024-05-01,4,7764,4874
10,2024-06-01,9,9923,4739
10,2024-07-01,6,8188,4588
10,2024-08-01,1,12921,5358
10,2024-09-01,2,15696,5104
10,2024-10-01,1,12570,5477
10,2024-11-01,7,8722,5540
10,2024-12-01,4,11667,2714
11,2023-01-01,61,15166,4079
11,2023-02-01,60,8656,3542
11,2023-03-01,52,9308,5163
11,2023-04-01,63,9565,5051
11,2023-05-01,69,9428,4311
11,2023-06-01,62,11738,6694
11,2023-07-01,60,10296,5406
11,2023-08-01,59,10061,3241
11,2023-09-01,55,11100,4539
11,2023-10-01,65,9946,3828
11,2023-11-01,63,6300,6669
11,2023-12-01,57,9412,3749
11,2024-01-01,66,9005,4377
11,2024-02-01,68,10088,5619
11,2024-03-01,59,5785,5128
11,2024-04-01,62,11879,4904
11,2024-05-01,65,5129,7266
11,2024-06-01,63,12092,3996
11,2024-07-01,65,6091,5542
11,2024-08-01,62,10087,5837
11,2024-09-01,57,7946,5548
11,2024-10-01,74,9585,5709
11,2024-11-01,63,15826,2903
11,2024-12-01,64,5123,1992
12,2023-01-01,42,10418,4658
12,2023-02-01,40,19294,4690
12,2023-03-01,43,8051,5354
12,2023-04-01,39,8768,7182
12,2023-05-01,46,10410,2234
12,2023-06-01,39,18109,4723
12,2023-07-01,46,14325,5262
12,2023-08-01,36,2694,5820
12,2023-09-01,36,10528,3500
12,2023-10-01,39,10101,5322
12,2023-11-01,35,13590,4283
12,2023-12-01,32,9672,5041
12,2024-01-01,41,14086,4716
12,2024-02-01,40,6690,5984
12,2024-03-01,41,8739,2714
12,2024-04-01,48,6316,4290
12,2024-05-01,42,6410,3207
12,2024-06-01,30,12162,4345
12,2024-07-01,55,7016,3894
12,2024-08-01,38,10729,4435
12,2024-09-01,44,7064,3342
12,2024-10-01,32,3329,4378
12,2024-11-01,39,8105,6492
12,2024-12-01,47,8995,2847
13,2023-01-01,71,8200,4211
13,2023-02-01,70,8039,4536
13,2023-03-01,70,10624,5432
13,2023-04-01,69,13813,3823
13,2023-05-01,65,11142,4019
13,2023-06-01,75,2788,6670
13,2023-07-01,77,5498,3225
13,2023-08-01,82,7787,3998
13,2023-09-01,62,8947,4726
13,2023-10-01,77,5802,3175
13,2023-11-01,76,13020,3114
13,2023-12-01,79,10112,6310
13,2024-01-01,73,2433,4817
13,2024-02-01,79,7318,4534
13,2024-03-01,73,1301,7005
13,2024-04-01,69,11517,4895
13,2024-05-01,80,11218,4718
13,2024-06-01,69,12393,2751
13,2024-07-01,77,6702,6502
13,2024-08-01,74,11932,5098
13,2024-09-01,65,7417,5806
13,2024-10-01,74,13542,5483
13,2024-11-01,69,7611,5123
13,2024-12-01,62,15020,5530
14,2023-01-01,31,5258,6493
14,2023-02-01,36,6037,5925
14,2023-03-01,25,5366,5591
14,2023-04-01,29,8196,6399
14,2023-05-01,16,5515,5163
14,2023-06-01,25,7850,5971
14,2023-07-01,27,12574,4852
14,2023-08-01,28,8663,7464
14,2023-09-01,20,16315,5041
14,2023-10-01,18,14104,5151
14,2023-11-01,29,13671,5405
14,2023-12-01,22,12927,5000
14,2024-01-01,28,3538,5536
14,2024-02-01,21,14959,5747
14,2024-03-01,26,11458,3801
14,2024-04-01,33,15974,5471
14,2024-05-01,32,8292,4043
14,2024-06-01,25,11304,4527
14,2024-07-01,27,10919,3802
14,2024-08-01,27,12590,5205
14,2024-09-01,30,6347,5561
14,2024-10-01,19,6657,4242
14,2024-11-01,20,8356,4743
14,2024-12-01,29,9036,3097
15,2023-01-01,19,7488,4929
15,2023-02-01,16,10598,6313
15,2023-03-01,16,7416,7614
15,2023-04-01,14,9557,6156
15,2023-05-01,15,11197,7990
15,2023-06-01,12,9046,5139
15,2023-07-01,19,5480,2641
15,2023-08-01,11,5098,4490
15,2023-09-01,16,7327,3287
15,2023-10-01,14,12587,2966
15,2023-11-01,18,12451,6144
15,2023-12-01,20,16606,4572
15,2024-01-01,14,8750,5002
15,2024-02-01,21,5964,3966
15,2024-03-01,20,13060,4564
15,2024-04-01,18,11023,6800
15,2024-05-01,14,13076,8170
15,2024-06-01,16,10147,5866
15,2024-07-01,12,17163,5216
15,2024-08-01,12,7492,6316
15,2024-09-01,18,8507,5691
15,2024-10-01,6,10554,5543
15,2024-11-01,22,7687,3465
15,2024-12-01,9,5990,6603
16,2023-01-01,68,10960,6465
16,2023-02-01,61,9714,4600
16,2023-03-01,59,5356,5317
16,2023-04-01,60,12236,5112
16,2023-05-01,60,7386,5086
16,2023-06-01,64,6569,5104
16,2023-07-01,62,7845,4294
16,2023-08-01,62,6599,5419
16,2023-09-01,56,13188,7805
16,2023-10-01,56,11602,4127
16,2023-11-01,66,6204,5576
16,2023-12-01,56,9379,3762
16,2024-01-01,65,7489,5662
16,2024-02-01,59,9656,5177
16,2024-03-01,57,10631,6836
16,2024-04-01,57,13515,6797
16,2024-05-01,56,5634,5362
16,2024-06-01,58,15605,5041
16,2024-07-01,56,6558,6307
16,2024-08-01,58,10131,6146
16,2024-09-01,58,9862,4980
16,2024-10-01,64,11772,4735
16,2024-11-01,61,8884,3226
16,2024-12-01,62,15676,3939
17,2023-01-01,45,7387,5869
17,2023-02-01,51,9524,3898
17,2023-03-01,49,5306,5172
17,2023-04-01,53,6246,3160
17,2023-05-01,56,8164,6363
17,2023-06-01,48,9514,5526
17,2023-07-01,44,10397,4542
17,2023-08-01,42,11012,4684
17,2023-09-01,48,6369,6909
17,2023-10-01,53,12892,4633
17,2023-11-01,40,15858,4926
17,2023-12-01,45,11250,6400
17,2024-01-01,48,13835,6299
17,2024-02-01,43,7978,6149
17,2024-03-01,35,9551,3283
17,2024-04-01,46,9103,4570
17,2024-05-01,46,6708,7750
17,2024-06-01,58,6513,6898
17,2024-07-01,47,10387,4924
17,2024-08-01,45,12951,5151
17,2024-09-01,46,6086,3927
17,2024-10-01,40,10036,3564
17,2024-11-01,47,14110,6439
17,2024-12-01,48,9738,7255
18,2023-01-01,82,9016,3288
18,2023-02-01,81,12487,4242
18,2023-03-01,81,8909,4779
18,2023-04-01,67,9334,6163
18,2023-05-01,76,10157,4092
18,2023-06-01,81,9350,3872
18,2023-07-01,86,12786,4274
18,2023-08-01,82,11612,5770
18,2023-09-01,71,13019,4316
18,2023-10-01,78,17913,5362
18,2023-11-01,78,3384,6667
18,2023-12-01,73,6989,4602
18,2024-01-01,87,12319,4810
18,2024-02-01,81,8198,5167
18,2024-03-01,80,12906,6160
18,2024-04-01,82,8912,5890
18,2024-05-01,79,6754,4516
18,2024-06-01,80,12730,4779
18,2024-07-01,73,10170,5136
18,2024-08-01,80,12759,6222
18,2024-09-01,77,8151,3751
18,2024-10-01,83,14346,4621
18,2024-11-01,78,14400,5606
18,2024-12-01,82,6427,5814
19,2023-01-01,38,6597,4583
19,2023-02-01,40,9335,3270
19,2023-03-01,47,13383,2663
19,2023-04-01,47,7568,6028
19,2023-05-01,42,10086,4777
19,2023-06-01,49,6281,5729
19,2023-07-01,48,12149,7789
19,2023-08-01,40,12871,4872
19,2023-09-01,49,9976,4534
19,2023-10-01,49,8525,3304
19,2023-11-01,40,11857,6670
19,2023-12-01,43,13954,3370
19,2024-01-01,40,9134,4862
19,2024-02-01,43,12072,4466
19,2024-03-01,43,9864,3888
19,2024-04-01,42,9569,4801
19,2024-05-01,43,10227,4481
19,2024-06-01,49,6491,4134
19,2024-07-01,56,6886,3375
19,2024-08-01,46,3768,4717
19,2024-09-01,53,5365,2621
19,2024-10-01,35,12695,6349
19,2024-11-01,40,12049,6668
19,2024-12-01,51,9260,2238
20,2023-01-01,54,8719,4689
20,2023-02-01,58,13356,6529
20,2023-03-01,58,13295,5429
20,2023-04-01,59,12719,5086
20,2023-05-01,69,5684,4381
20,2023-06-01,58,11318,6521
20,2023-07-01,58,5733,6011
20,2023-08-01,62,4174,4995
20,2023-09-01,51,8006,3916
20,2023-10-01,63,10350,3457
20,2023-11-01,63,5698,5396
20,2023-12-01,54,8902,5605
20,2024-01-01,61,14010,4901
20,2024-02-01,60,8686,5218
20,2024-03-01,61,9705,2835
20,2024-04-01,60,11093,4183
20,2024-05-01,52,14427,5589
20,2024-06-01,57,6588,4013
20,2024-07-01,65,10412,4339
20,2024-08-01,61,7556,6801
20,2024-09-01,65,8600,4245
20,2024-10-01,45,5555,3392
20,2024-11-01,59,9021,3385
20,2024-12-01,57,11516,5633
21,2023-01-01,27,9615,3339
21,2023-02-01,41,12352,3922
21,2023-03-01,33,8616,2296
21,2023-04-01,38,9181,6164
21,2023-05-01,31,8142,3192
21,2023-06-01,31,6454,6195
21,2023-07-01,33,10372,4543
21,2023-08-01,30,9495,5718
21,2023-09-01,30,12427,3980
21,2023-10-01,34,11592,4203
21,2023-11-01,37,9055,5155
21,2023-12-01,25,4510,5739
21,2024-01-01,42,7268,4707
21,2024-02-01,38,12079,2566
21,2024-03-01,32,9002,5843
21,2024-04-01,49,9315,3311
21,2024-05-01,39,13962,5129
21,2024-06-01,32,12873,5796
21,2024-07-01,31,11144,6196
21,2024-08-01,42,9800,4570
21,2024-09-01,43,6369,5526
21,2024-10-01,30,13196,4690
21,2024-11-01,43,11474,3532
21,2024-12-01,44,14653,6058
22,2023-01-01,59,9081,5174
22,2023-02-01,59,15077,5173
22,2023-03-01,49,11018,4582
22,2023-04-01,62,8894,5968
22,2023-05-01,68,10849,4592
22,2023-06-01,62,10058,4037
22,2023-07-01,65,11380,6848
22,2023-08-01,69,7942,5984
22,2023-09-01,58,12087,4380
22,2023-10-01,57,10840,1790
22,2023-11-01,54,9467,5098
22,2023-12-01,61,5261,4018
22,2024-01-01,64,11745,4980
22,2024-02-01,68,11192,4103
22,2024-03-01,61,5791,4870
22,2024-04-01,68,12055,6682
22,2024-05-01,61,14038,4768
22,2024-06-01,70,9934,5848
22,2024-07-01,70,9419,5262
22,2024-08-01,69,9600,3414
22,2024-09-01,73,8590,5190
22,2024-10-01,68,8174,3790
22,2024-11-01,64,4620,4654
22,2024-12-01,64,9190,3147
23,2023-01-01,50,10310,6717
23,2023-02-01,41,7359,5323
23,2023-03-01,41,6466,6763
23,2023-04-01,39,4479,6593
23,2023-05-01,40,8176,2881
23,2023-06-01,51,6131,5070
23,2023-07-01,47,11265,4928
23,2023-08-01,34,7570,5225
23,2023-09-01,39,10610,5818
23,2023-10-01,47,6321,7635
23,2023-11-01,46,9994,6307
23,2023-12-01,54,5683,4729
23,2024-01-01,31,10577,5438
23,2024-02-01,42,8036,2540
23,2024-03-01,44,14366,4290
23,2024-04-01,45,5295,5548
23,2024-05-01,41,7712,4087
23,2024-06-01,41,11147,3425
23,2024-07-01,41,9875,3681
23,2024-08-01,51,7439,4196
23,2024-09-01,38,15395,5663
23,2024-10-01,38,13318,5240
23,2024-11-01,44,8966,4100
23,2024-12-01,44,8364,7180
24,2023-01-01,23,14608,4866
24,2023-02-01,31,12499,4243
24,2023-03-01,34,1877,4136
24,2023-04-01,25,6239,4742
24,2023-05-01,31,12107,5289
24,2023-06-01,26,11107,5149
24,2023-07-01,34,12330,5036
24,2023-08-01,25,8041,4340
24,2023-09-01,28,10804,5858
24,2023-10-01,29,10048,5171
24,2023-11-01,27,7223,2893
24,2023-12-01,26,11419,4156
24,2024-01-01,28,11399,5624
24,2024-02-01,24,12991,6352
24,2024-03-01,24,7528,6429
24,2024-04-01,29,3340,3320
24,2024-05-01,28,6510,4503
24,2024-06-01,30,14386,4651
24,2024-07-01,35,14286,6721
24,2024-08-01,31,4110,5552
24,2024-09-01,35,9756,7093
24,2024-10-01,34,11704,6303
24,2024-11-01,31,2521,4401
24,2024-12-01,35,7577,4731
25,2023-01-01,48,15351,7017
25,2023-02-01,49,10441,4183
25,2023-03-01,57,11529,5974
25,2023-04-01,55,18806,3766
25,2023-05-01,45,8820,3118
25,2023-06-01,46,6996,3893
25,2023-07-01,49,11554,4392
25,2023-08-01,53,12682,4080
25,2023-09-01,52,11097,2670
25,2023-10-01,42,11038,5590
25,2023-11-01,64,10474,5983
25,2023-12-01,53,10891,7000
25,2024-01-01,43,11240,7562
25,2024-02-01,55,14951,4244
25,2024-03-01,53,10100,2338
25,2024-04-01,48,6709,5986
25,2024-05-01,58,10972,5988
25,2024-06-01,53,13605,5010
25,2024-07-01,54,9203,5821
25,2024-08-01,51,12929,3641
25,2024-09-01,48,12062,4893
25,2024-10-01,51,12670,4271
25,2024-11-01,52,14197,6846
25,2024-12-01,61,9153,6476
26,2023-01-01,61,7279,2179
26,2023-02-01,74,7408,4848
26,2023-03-01,61,12085,4549
26,2023-04-01,59,11324,3279
26,2023-05-01,61,3679,3291
26,2023-06-01,66,4106,3222
26,2023-07-01,65,8369,7390
26,2023-08-01,75,7396,5668
26,2023-09-01,69,8207,3205
26,2023-10-01,65,9481,4477
26,2023-11-01,68,7747,3617
26,2023-12-01,66,11157,3588
26,2024-01-01,70,4688,4306
26,2024-02-01,64,8091,4321
26,2024-03-01,75,7447,7929
26,2024-04-01,68,10276,5571
26,2024-05-01,78,7019,3655
26,2024-06-01,62,10096,2929
26,2024-07-01,66,15080,5181
26,2024-08-01,64,8145,6078
26,2024-09-01,61,15539,7320
26,2024-10-01,67,9965,6236
26,2024-11-01,71,7582,4368
26,2024-12-01,59,11227,5799
27,2023-01-01,11,8634,3383
27,2023-02-01,13,11653,4119
27,2023-03-01,16,5118,5224
27,2023-04-01,17,7813,4773
27,2023-05-01,18,7555,3228
27,2023-06-01,27,8100,4883
27,2023-07-01,23,20587,3506
27,2023-08-01,20,7877,4353
27,2023-09-01,14,6623,4950
27,2023-10-01,10,12840,5066
27,2023-11-01,20,8601,4559
27,2023-12-01,19,6507,4570
27,2024-01-01,13,7328,2468
27,2024-02-01,24,7940,6396
27,2024-03-01,23,6142,3693
27,2024-04-01,30,15252,4962
27,2024-05-01,19,8107,5518
27,2024-06-01,14,3902,3414
27,2024-07-01,18,6606,4919
27,2024-08-01,12,7652,6023
27,2024-09-01,19,9971,6054
27,2024-10-01,20,14339,4448
27,2024-11-01,15,6096,4485
27,2024-12-01,22,13899,6152
28,2023-01-01,26,13249,2793
28,2023-02-01,39,8896,5843
28,2023-03-01,28,13513,3242
28,2023-04-01,31,7005,2894
28,2023-05-01,35,15418,8200
28,2023-06-01,35,13350,5278
28,2023-07-01,37,8973,5234
28,2023-08-01,37,8264,4907
28,2023-09-01,34,12479,3720
28,2023-10-01,34,15736,6396
28,2023-11-01,41,10073,5385
28,2023-12-01,40,14680,2658
28,2024-01-01,28,13928,4667
28,2024-02-01,31,6237,4333
28,2024-03-01,27,16273,4973
28,2024-04-01,34,11764,6154
28,2024-05-01,39,13220,4242
28,2024-06-01,33,12307,4367
28,2024-07-01,34,11196,5942
28,2024-08-01,26,12144,4719
28,2024-09-01,38,12330,6929
28,2024-10-01,41,14039,6732
28,2024-11-01,36,10096,6047
28,2024-12-01,38,9072,5485
29,2023-01-01,52,7438,6548
29,2023-02-01,53,16146,3049
29,2023-03-01,50,10097,6364
29,2023-04-01,54,10931,3647
29,2023-05-01,47,10967,3363
29,2023-06-01,50,11502,3821
29,2023-07-01,61,13671,3114
29,2023-08-01,48,3142,4060
29,2023-09-01,56,8758,5552
29,2023-10-01,45,12393,4333
29,2023-11-01,53,9721,3474
29,2023-12-01,47,12903,5478
29,2024-01-01,58,10973,5171
29,2024-02-01,44,9188,4967
29,2024-03-01,62,12060,6843
29,2024-04-01,55,7866,5140
29,2024-05-01,54,7182,4538
29,2024-06-01,51,14816,2503
29,2024-07-01,59,7189,3353
29,2024-08-01,58,12195,6505
29,2024-09-01,57,16179,5670
29,2024-10-01,52,11028,6492
29,2024-11-01,49,8044,4629
29,2024-12-01,42,10414,2736
30,2023-01-01,78,12595,4427
30,2023-02-01,86,5618,6429
30,2023-03-01,81,4851,8252
30,2023-04-01,77,7367,3311
30,2023-05-01,76,9617,5123
30,2023-06-01,76,11899,4534
30,2023-07-01,68,9551,2159
30,2023-08-01,79,7062,5196
30,2023-09-01,84,7153,6273
30,2023-10-01,75,15259,4561
30,2023-11-01,73,12061,4477
30,2023-12-01,73,8566,4946
30,2024-01-01,84,4197,5027
30,2024-02-01,81,10580,6571
30,2024-03-01,77,9446,5710
30,2024-04-01,78,8828,5619
30,2024-05-01,74,8166,4366
30,2024-06-01,84,336,5474
30,2024-07-01,78,4957,5371
30,2024-08-01,80,11768,1817
30,2024-09-01,84,7786,5823
30,2024-10-01,81,7369,5792
30,2024-11-01,76,3785,6401
30,2024-12-01,74,7436,4516
31,2023-01-01,51,9828,5657
31,2023-02-01,43,7772,4860
31,2023-03-01,59,9658,6302
31,2023-04-01,50,8549,4703
31,2023-05-01,49,11810,6649
31,2023-06-01,51,13561,3842
31,2023-07-01,47,7827,5377
31,2023-08-01,48,12189,3882
31,2023-09-01,50,12060,2521
31,2023-10-01,60,9150,2569
31,2023-11-01,50,10100,4901
31,2023-12-01,54,12242,5357
31,2024-01-01,52,9686,7130
31,2024-02-01,42,10418,5078
31,2024-03-01,54,7468,2907
31,2024-04-01,50,10843,6787
31,2024-05-01,43,13464,7840
31,2024-06-01,48,6127,4511
31,2024-07-01,50,11691,4290
31,2024-08-01,57,6656,2912
31,2024-09-01,55,3176,4755
31,2024-10-01,65,9963,3655
31,2024-11-01,49,9847,5192
31,2024-12-01,53,6882,7025
32,2023-01-01,79,12180,4246
32,2023-02-01,84,9228,5333
32,2023-03-01,73,7009,5825
32,2023-04-01,75,7438,4228
32,2023-05-01,81,8112,4858
32,2023-06-01,78,4247,3234
32,2023-07-01,79,7788,6268
32,2023-08-01,82,12157,7183
32,2023-09-01,77,11946,4298
32,2023-10-01,90,15950,5014
32,2023-11-01,79,14077,4823
32,2023-12-01,74,12621,5094
32,2024-01-01,78,7497,2938
32,2024-02-01,79,12714,4729
32,2024-03-01,85,7888,3734
32,2024-04-01,77,9752,5923
32,2024-05-01,74,14104,7360
32,2024-06-01,77,13749,3732
32,2024-07-01,83,13141,6036
32,2024-08-01,77,1137,4229
32,2024-09-01,74,7065,5146
32,2024-10-01,75,7526,3729
32,2024-11-01,74,13364,4206
32,2024-12-01,75,8629,5406
33,2023-01-01,44,866,6225
33,2023-02-01,49,6849,3833
33,2023-03-01,39,7731,5268
33,2023-04-01,32,6646,6847
33,2023-05-01,37,13730,5426
33,2023-06-01,32,11905,4858
33,2023-07-01,39,10734,5569
33,2023-08-01,45,13534,5489
33,2023-09-01,35,8579,8531
33,2023-10-01,45,17107,6674
33,2023-11-01,43,10904,4956
33,2023-12-01,33,10054,6452
33,2024-01-01,39,11235,6021
33,2024-02-01,37,8646,3778
33,2024-03-01,37,6137,3919
33,2024-04-01,49,7253,5151
33,2024-05-01,39,13536,6573
33,2024-06-01,46,10918,4722
33,2024-07-01,36,15830,4088
33,2024-08-01,45,13178,4333
33,2024-09-01,47,12292,7073
33,2024-10-01,39,6142,4393
33,2024-11-01,43,10174,4527
33,2024-12-01,32,11411,7366
34,2023-01-01,44,11827,5686
34,2023-02-01,43,12794,5474
34,2023-03-01,40,7612,4701
34,2023-04-01,43,9051,5377
34,2023-05-01,44,12499,6539
34,2023-06-01,42,6076,4585
34,2023-07-01,42,4492,6666
34,2023-08-01,42,11144,6638
34,2023-09-01,38,11722,4868
34,2023-10-01,41,7683,6998
34,2023-11-01,40,12098,2749
34,2023-12-01,47,13156,5116
34,2024-01-01,40,11200,7746
34,2024-02-01,33,12346,3906
34,2024-03-01,41,9256,4486
34,2024-04-01,41,6597,6235
34,2024-05-01,33,11619,4608
34,2024-06-01,36,10607,3131
34,2024-07-01,42,5731,5553
34,2024-08-01,37,8647,5352
34,2024-09-01,38,9826,3183
34,2024-10-01,45,15294,8350
34,2024-11-01,42,12364,2863
34,2024-12-01,49,12328,4419
35,2023-01-01,13,9236,4450
35,2023-02-01,9,6809,6225
35,2023-03-01,1,6849,3908
35,2023-04-01,10,8149,3382
